TOTAL
1
1
1
1
1
1
4
1
1
1
1
1
5
1
1
2
1
1
4
1
1
1
1
1
1
1
1
2
5
2
2
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
5
15
11
5
1
1
1
4
28
4
18
1
1
1
6
10
1
2
3
6
1
1
1
1
1
1
2
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
4
1
1
6
2
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
6
2
1
1
2
1
1
2
5
1
1
2
1
1
2
1
1
1
3
1
2
1
2
4
1
2
1
1
1
1
1
1
1
1
17
30
1
8
40
6
1
1
1
1
2
1
1
1
2
1
1
1
2
1
1
1
1
3
3
1
1
1
2
1
1
1
1
1
1
1
1
1
1
2
2
1
6
2
1
1
1
1
1
2
2
1
1
3
1
1
15
53
1
1
2
1
1
2
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
2
7
15
1
1
4
2
1
6
1
1
5
1
1
1
1
1
1
1
1
1
2
2
1
1
1
1
1
1
1
3
1
1
1
1
1
1
1
2
1
2
1
1
1
1
1
1
1
3
4
1
3
1
2
2
1
1
1
1
1
1
1
1
1
1
1
2
2
1
1
1
1
1
1
6
37
1
13
1
22
1
4
3
1
1
1
1
5
1
1
2
1
1
1
3
3
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
21
5
25
2
1
1
3
1
1
1
1
1
1
1
1
1
1
1
1
1
2
2
1
4
1
1
1
1
1
2
9
1
6
1
1
1
3
1
4
1
1
1
1
1
1
1
1
9
1
1
1
1
36
47
1
1
1
1
1
1
1
1
2
1
2
2
3
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
4
1
1
1
1
1
1
1
1
4
20
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
2
4
1
1
4
7
13
1
3
1
1
1
2
6
2
1
1
1
1
1
2
5
8
15
4
1
1
3
1
1
2
1
1
13
1
1
1
1
1
1
1
1
1
1
11
1
2
1
1
1
1
1
2
1
2
1
1
27
95
2
1
1
1
2
1
10
1
2
9
3
1
1
1
1
1
2
1
1
1
1
1
4
1
2
3
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
2
1
4
1
1
1
1
1
1
1
1
1
1
1
5
2
2
6
1
1
2
1
1
1
1
1
1
1
1
3
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
4
6
4
1
4
26
1
4
2
5
1
1
1
1
1
1
1
3
1
1
1
1
1
1
1
1
1
1
1
1
5
1
1
1
11
1
1
1
1
1
1
1
1
1
1
1
1
1
1
7
1
3
29
1
1
3
1
2
1
1
1
1
1
5
1
1
1
18
4
1
1
2
6
6
1
2
1
1
1
1
1
1
5
3
1
1
1
1
1
1
1
2
1
1
1
1
1
1
2
1
10
7
5
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
3
1
1
1
1
1
1
2
2
1
1
4
1
2
3
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
38
1
3
1
1
1
1
1
1
2
1
1
1
1
3
1
1
1
1
1
1
3
1
1
1
1
1
1
1
1
1
1
1
1
1
1
7
2
1
1
1
1
2
3
1
1
1
7
7
1
6
1
1
1
1
1
1
1
1
4
1
1
1
1
1
1
1
3
3
1
2
2
4
1
1
4
1
1
1
1
2
1
1
1
1
1
1
1
1
4
1
1
1
1
1
1
1
1
2
2
1
7
8
1
1
2
1
30
74
1
3
1
2
8
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
3
1
2
1
1
1
1
1
1
1
3
1
1
5
1
2
1
1
1
1
2
1
1
1
1
2
2
1
1
1
1
1
1
2
1
11
1
2
6
1
1
1
1
5
1
1
1
4
1
3
1
1
1
1
5
15
1
1
1
1
1
1
1
6
1
1
1
2
1
1
1
1
1
8
16
1
1
1
1
1
5
11
2
13
1
1
25
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
3
1
1
3
1
2
2
1
1
2
16
2
1
1
15
1
1
1
2
1
1
1
1
1
3
3
2
1
1
1
30
1
1
1
1
2
4
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
3
1
1
1
1
1
1
1
1
1
1
2
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
3
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
3
1
1
1
1
1
1
1
1
3
1
2
23
1
1
1
1
1
1
5
1
1
1
1
1
1
26
48
1
2
3
1
5
3
1
6
2
2
1
2
4
29
1
9
1
1
5
1
4
1
1
1
1
4
3
1
1
1
1
1
1
1
1
1
8
3
1
1
1
1
1
1
1
1
1
1
8
1
1
10
25
2
4
1
2
1
1
1
1
2
1
1
1
2
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
2
1
1
2
1
1
3
1
1
7
1
1
1
1
5
2
2
1
4
1
1
1
1
1
1
1
1
1
5
6
3
1
2
3
12
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
4
17
1
1
1
1
1
1
4
12
1
5
2
1
3
1
1
1
1
20
1
1
1
2
7
25
1
1
1
1
2
1
1
4
5
1
1
2
1
1
1
1
4
1
1
11
1
1
3
1
6
42
1
1
1
1
1
1
1
1
1
4
6
1
1
1
2
1
1
1
1
1
1
3
1
2
1
4
1
1
3
2
1
1
1
3
1
7
2
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
2
2
1
1
1
1
1
2
1
1
12
1
1
3
4
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
6
1
5
2
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
2
1
1
1
1
1
1
2
1
1
1
1
1
3
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
3
3
3
1
6
1
1
2
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
4
3
8
1
1
1
2
1
2
1
3
1
3
2
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
11
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
4
4
8
6
9
12
3
1
4
8
8
1
2
13
24
10
11
1
1
7
3
1
6
6
1
1
2
1
2
1
1
1
5
2
1
1
1
1
15
68
1
1
2
8
2
2
3
1
1
1
1
1
4
1
3
1
1
1
2
1
1
1
1
2
1
1
2
6
1
1
1
2
1
1
3
6
12
1
1
1
2
1
1
1
2
1
1
2
2
1
1
1
1
1
2
1
3
1
2
2
1
1
1
1
1
1
1
1
1
4
1
1
1
1
1
1
1
1
1
2
3
2
2
2
2
1
1
2
1
1
1
2
1
2
1
1
1
1
3
1
3
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
3
1
2
1
1
1
14
1
2
1
2
20
1
2
1
1
1
1
1
8
17
2
3
1
3
3
1
3
1
1
4
11
1
1
1
1
1
3
5
7
28
1
6
1
1
2
1
1
3
1
1
1
3
1
2
1
1
1
1
1
1
1
5
14
1
1
7
26
2
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
3
1
1
2
1
1
1
1
1
1
2
1
1
1
1
1
9
2
1
1
1
1
2
1
7
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
3
2
2
1
1
1
1
1
1
1
2
1
3
1
1
1
1
1
1
1
1
1
1
14
1
1
1
3
1
1
3
6
1
1
1
3
3
1
4
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
4
1
1
2
48
1
1
1
4
2
1
1
2
1
1
1
1
1
2
1
1
1
4
4
1
2
1
4
1
1
1
2
1
1
1
1
2
1
1
1
11
1
1
1
1
7
2
1
1
1
1
1
1
1
1
7
25
1
2
1
3
1
2
1
2
1
1
1
9
9
1
1
1
2
1
1
1
1
1
1
1
7
20
1
1
2
1
2
2
1
6
7
1
1
1
1
2
10
1
1
2
1
1
1
5
1
1
1
1
1
1
2
1
4
2
1
1
1
5
2
1
1
1
1
1
2
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
5
1
1
1
2
2
6
1
1
1
2
1
1
1
1
1
1
3
6
1
1
1
1
1
3
1
4
1
1
1
1
1
1
1
1
1
1
1
1
1
1
3
1
1
1
1
1
1
1
2
1
8
1
1
1
2
1
1
1
1
1
3
1
1
1
1
1
1
1
1
5
7
4
1
1
1
1
1
1
1
3
1
1
3
3
1
1
2
14
1
1
1
1
5
1
1
2
1
1
2
1
21
1
1
1
1
1
2
1
1
1
1
1
2
4
1
2
1
1
1
1
1
2
1
1
1
1
4
1
1
1
1
1
1
1
1
2
1
1
1
1
13
1
1
1
1
2
1
1
1
1
1
2
12
1
3
2
1
1
1
1
1
1
1
1
1
2
4
2
2
1
1
1
1
1
1
1
4
9
1
1
3
4
1
1
9
26
1
1
3
1
1
1
1
2
1
1
1
1
1
4
2
1
1
1
1
1
1
3
1
1
1
1
1
1
7
3
1
1
1
2
2
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
8
1
2
1
4
11
2
1
1
1
1
1
3
1
1
3
3
16
1
1
1
1
1
1
2
1
1
5
14
3
12
1
5
8
1
1
2
1
22
33
1
1
1
1
2
3
1
1
1
1
1
1
1
1
1
1
1
1
2
2
1
1
1
1
1
1
1
1
1
1
2
4
1
1
1
1
1
1
1
6
5
1
4
7
4
4
1
1
3
1
1
2
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
3
4
1
1
6
35
4
1
5
24
1
1
1
1
1
1
1
2
4
3
17
2
1
1
1
5
1
1
1
1
12
2
4
1
1
1
2
2
